timestamp,place_name,num_bikes,bike_number
2025-12-28T00:03:52.222309,Julius-Raab-Platz,15,345452
2025-12-28T00:03:52.222309,Julius-Raab-Platz,15,345989
2025-12-28T00:03:52.222309,Julius-Raab-Platz,15,345804
2025-12-28T00:03:52.222309,Julius-Raab-Platz,15,345748
2025-12-28T00:03:52.222309,Julius-Raab-Platz,15,346440
2025-12-28T00:03:52.222309,Julius-Raab-Platz,15,346315
2025-12-28T00:03:52.222309,Julius-Raab-Platz,15,346910
2025-12-28T00:03:52.222309,Julius-Raab-Platz,15,346892
2025-12-28T00:03:52.222309,Julius-Raab-Platz,15,346775
2025-12-28T00:03:52.222309,Julius-Raab-Platz,15,346744
2025-12-28T00:03:52.222309,Julius-Raab-Platz,15,347467
2025-12-28T00:03:52.222309,Julius-Raab-Platz,15,347813
2025-12-28T00:03:52.222309,Julius-Raab-Platz,15,348131
2025-12-28T00:03:52.222309,Julius-Raab-Platz,15,348124
2025-12-28T00:03:52.222309,Julius-Raab-Platz,15,348573
2025-12-28T00:03:52.222309,Hoher Markt,19,345440
2025-12-28T00:03:52.222309,Hoher Markt,19,345287
2025-12-28T00:03:52.222309,Hoher Markt,19,345284
2025-12-28T00:03:52.222309,Hoher Markt,19,345891
2025-12-28T00:03:52.222309,Hoher Markt,19,345878
2025-12-28T00:03:52.222309,Hoher Markt,19,346463
2025-12-28T00:03:52.222309,Hoher Markt,19,346266
2025-12-28T00:03:52.222309,Hoher Markt,19,346235
2025-12-28T00:03:52.222309,Hoher Markt,19,346097
2025-12-28T00:03:52.222309,Hoher Markt,19,346026
2025-12-28T00:03:52.222309,Hoher Markt,19,346916
2025-12-28T00:03:52.222309,Hoher Markt,19,346504
2025-12-28T00:03:52.222309,Hoher Markt,19,347479
2025-12-28T00:03:52.222309,Hoher Markt,19,347205
2025-12-28T00:03:52.222309,Hoher Markt,19,347868
2025-12-28T00:03:52.222309,Hoher Markt,19,347863
2025-12-28T00:03:52.222309,Hoher Markt,19,348277
2025-12-28T00:03:52.222309,Hoher Markt,19,348645
2025-12-28T00:03:52.222309,Hoher Markt,19,348810
2025-12-28T00:03:52.222309,Oper,34,345239
2025-12-28T00:03:52.222309,Oper,34,345010
2025-12-28T00:03:52.222309,Oper,34,345880
