timestamp,place_name,num_bikes,bike_number
2025-05-23T00:00:40.156723,Julius-Raab-Platz,6,345319
2025-05-23T00:00:40.156723,Julius-Raab-Platz,6,345285
2025-05-23T00:00:40.156723,Julius-Raab-Platz,6,346485
2025-05-23T00:00:40.156723,Julius-Raab-Platz,6,346066
2025-05-23T00:00:40.156723,Julius-Raab-Platz,6,347368
2025-05-23T00:00:40.156723,Julius-Raab-Platz,6,347723
2025-05-23T00:00:40.156723,Hoher Markt,20,345493
2025-05-23T00:00:40.156723,Hoher Markt,20,345340
2025-05-23T00:00:40.156723,Hoher Markt,20,346375
2025-05-23T00:00:40.156723,Hoher Markt,20,346315
2025-05-23T00:00:40.156723,Hoher Markt,20,346143
2025-05-23T00:00:40.156723,Hoher Markt,20,346032
2025-05-23T00:00:40.156723,Hoher Markt,20,346748
2025-05-23T00:00:40.156723,Hoher Markt,20,346599
2025-05-23T00:00:40.156723,Hoher Markt,20,346588
2025-05-23T00:00:40.156723,Hoher Markt,20,346562
2025-05-23T00:00:40.156723,Hoher Markt,20,347228
2025-05-23T00:00:40.156723,Hoher Markt,20,347009
2025-05-23T00:00:40.156723,Hoher Markt,20,347943
2025-05-23T00:00:40.156723,Hoher Markt,20,347861
2025-05-23T00:00:40.156723,Hoher Markt,20,347809
2025-05-23T00:00:40.156723,Hoher Markt,20,348497
2025-05-23T00:00:40.156723,Hoher Markt,20,348314
2025-05-23T00:00:40.156723,Hoher Markt,20,348185
2025-05-23T00:00:40.156723,Hoher Markt,20,348154
2025-05-23T00:00:40.156723,Hoher Markt,20,348618
2025-05-23T00:00:40.156723,Oper,7,345028
2025-05-23T00:00:40.156723,Oper,7,345973
2025-05-23T00:00:40.156723,Oper,7,345952
2025-05-23T00:00:40.156723,Oper,7,345946
2025-05-23T00:00:40.156723,Oper,7,346280
2025-05-23T00:00:40.156723,Oper,7,347488
2025-05-23T00:00:40.156723,Oper,7,347229
2025-05-23T00:00:40.156723,Volksgarten,7,345227
2025-05-23T00:00:40.156723,Volksgarten,7,345759
2025-05-23T00:00:40.156723,Volksgarten,7,346441
2025-05-23T00:00:40.156723,Volksgarten,7,346759
2025-05-23T00:00:40.156723,Volksgarten,7,347743
2025-05-23T00:00:40.156723,Volksgarten,7,347629
2025-05-23T00:00:40.156723,Volksgarten,7,348348
2025-05-23T00:00:40.156723,Stephansplatz U,15,345478
2025-05-23T00:00:40.156723,Stephansplatz U,15,345178
2025-05-23T00:00:40.156723,Stephansplatz U,15,346492
2025-05-23T00:00:40.156723,Stephansplatz U,15,346456
2025-05-23T00:00:40.156723,Stephansplatz U,15,346293
2025-05-23T00:00:40.156723,Stephansplatz U,15,346191
2025-05-23T00:00:40.156723,Stephansplatz U,15,346098
2025-05-23T00:00:40.156723,Stephansplatz U,15,346912
2025-05-23T00:00:40.156723,Stephansplatz U,15,346791
2025-05-23T00:00:40.156723,Stephansplatz U,15,346698
2025-05-23T00:00:40.156723,Stephansplatz U,15,347149
2025-05-23T00:00:40.156723,Stephansplatz U,15,347694
2025-05-23T00:00:40.156723,Stephansplatz U,15,348345
2025-05-23T00:00:40.156723,Stephansplatz U,15,348301
2025-05-23T00:00:40.156723,Stephansplatz U,15,348165
2025-05-23T00:00:40.156723,Taborstraße U,6,345965
2025-05-23T00:00:40.156723,Taborstraße U,6,346484
2025-05-23T00:00:40.156723,Taborstraße U,6,346275
2025-05-23T00:00:40.156723,Taborstraße U,6,346646
2025-05-23T00:00:40.156723,Taborstraße U,6,347800
2025-05-23T00:00:40.156723,Taborstraße U,6,348048
2025-05-23T00:00:40.156723,WU-Campus / Südportalstraße ,19,345074
2025-05-23T00:00:40.156723,WU-Campus / Südportalstraße ,19,345999
2025-05-23T00:00:40.156723,WU-Campus / Südportalstraße ,19,345646
2025-05-23T00:00:40.156723,WU-Campus / Südportalstraße ,19,346360
2025-05-23T00:00:40.156723,WU-Campus / Südportalstraße ,19,346158
2025-05-23T00:00:40.156723,WU-Campus / Südportalstraße ,19,346076
2025-05-23T00:00:40.156723,WU-Campus / Südportalstraße ,19,346761
2025-05-23T00:00:40.156723,WU-Campus / Südportalstraße ,19,347447
2025-05-23T00:00:40.156723,WU-Campus / Südportalstraße ,19,347147
2025-05-23T00:00:40.156723,WU-Campus / Südportalstraße ,19,347813
2025-05-23T00:00:40.156723,WU-Campus / Südportalstraße ,19,347775
