timestamp,place_name,num_bikes,bike_number
2025-12-29T00:01:19.921110,Julius-Raab-Platz,15,345452
2025-12-29T00:01:19.921110,Julius-Raab-Platz,15,345989
2025-12-29T00:01:19.921110,Julius-Raab-Platz,15,345804
2025-12-29T00:01:19.921110,Julius-Raab-Platz,15,345748
2025-12-29T00:01:19.921110,Julius-Raab-Platz,15,346440
2025-12-29T00:01:19.921110,Julius-Raab-Platz,15,346315
2025-12-29T00:01:19.921110,Julius-Raab-Platz,15,346910
2025-12-29T00:01:19.921110,Julius-Raab-Platz,15,346892
2025-12-29T00:01:19.921110,Julius-Raab-Platz,15,346775
2025-12-29T00:01:19.921110,Julius-Raab-Platz,15,347467
2025-12-29T00:01:19.921110,Julius-Raab-Platz,15,347813
2025-12-29T00:01:19.921110,Julius-Raab-Platz,15,348131
2025-12-29T00:01:19.921110,Julius-Raab-Platz,15,348124
2025-12-29T00:01:19.921110,Julius-Raab-Platz,15,348605
2025-12-29T00:01:19.921110,Julius-Raab-Platz,15,349122
2025-12-29T00:01:19.921110,Hoher Markt,25,345440
2025-12-29T00:01:19.921110,Hoher Markt,25,345287
2025-12-29T00:01:19.921110,Hoher Markt,25,345284
2025-12-29T00:01:19.921110,Hoher Markt,25,345891
2025-12-29T00:01:19.921110,Hoher Markt,25,345878
2025-12-29T00:01:19.921110,Hoher Markt,25,345830
2025-12-29T00:01:19.921110,Hoher Markt,25,346463
2025-12-29T00:01:19.921110,Hoher Markt,25,346266
2025-12-29T00:01:19.921110,Hoher Markt,25,346235
2025-12-29T00:01:19.921110,Hoher Markt,25,346097
2025-12-29T00:01:19.921110,Hoher Markt,25,346026
2025-12-29T00:01:19.921110,Hoher Markt,25,346916
2025-12-29T00:01:19.921110,Hoher Markt,25,346639
2025-12-29T00:01:19.921110,Hoher Markt,25,346504
2025-12-29T00:01:19.921110,Hoher Markt,25,347479
2025-12-29T00:01:19.921110,Hoher Markt,25,347205
2025-12-29T00:01:19.921110,Hoher Markt,25,347974
2025-12-29T00:01:19.921110,Hoher Markt,25,347868
2025-12-29T00:01:19.921110,Hoher Markt,25,347863
2025-12-29T00:01:19.921110,Hoher Markt,25,347762
2025-12-29T00:01:19.921110,Hoher Markt,25,348277
2025-12-29T00:01:19.921110,Hoher Markt,25,348701
2025-12-29T00:01:19.921110,Hoher Markt,25,348683
2025-12-29T00:01:19.921110,Hoher Markt,25,348645
2025-12-29T00:01:19.921110,Hoher Markt,25,348810
2025-12-29T00:01:19.921110,Oper,21,345239
2025-12-29T00:01:19.921110,Oper,21,345010
2025-12-29T00:01:19.921110,Oper,21,345669
2025-12-29T00:01:19.921110,Oper,21,346710
2025-12-29T00:01:19.921110,Oper,21,346602
2025-12-29T00:01:19.921110,Oper,21,346580
2025-12-29T00:01:19.921110,Oper,21,347270
2025-12-29T00:01:19.921110,Oper,21,347042
2025-12-29T00:01:19.921110,Oper,21,347923
2025-12-29T00:01:19.921110,Oper,21,347818
2025-12-29T00:01:19.921110,Oper,21,347770
2025-12-29T00:01:19.921110,Oper,21,347527
2025-12-29T00:01:19.921110,Oper,21,348292
2025-12-29T00:01:19.921110,Oper,21,348206
2025-12-29T00:01:19.921110,Oper,21,348185
2025-12-29T00:01:19.921110,Oper,21,348178
2025-12-29T00:01:19.921110,Oper,21,348029
2025-12-29T00:01:19.921110,Oper,21,348678
2025-12-29T00:01:19.921110,Oper,21,348617
2025-12-29T00:01:19.921110,Oper,21,348609
2025-12-29T00:01:19.921110,Oper,21,348809
2025-12-29T00:01:19.921110,Volksgarten,2,349062
2025-12-29T00:01:19.921110,Volksgarten,2,348962
2025-12-29T00:01:19.921110,Stephansplatz U,9,345907
2025-12-29T00:01:19.921110,Stephansplatz U,9,345832
2025-12-29T00:01:19.921110,Stephansplatz U,9,346403
2025-12-29T00:01:19.921110,Stephansplatz U,9,346258
2025-12-29T00:01:19.921110,Stephansplatz U,9,346034
2025-12-29T00:01:19.921110,Stephansplatz U,9,346978
2025-12-29T00:01:19.921110,Stephansplatz U,9,348174
2025-12-29T00:01:19.921110,Stephansplatz U,9,348529
2025-12-29T00:01:19.921110,Stephansplatz U,9,398714
2025-12-29T00:01:19.921110,Taborstraße U,15,345864
2025-12-29T00:01:19.921110,Taborstraße U,15,345785
2025-12-29T00:01:19.921110,Taborstraße U,15,345560
2025-12-29T00:01:19.921110,Taborstraße U,15,346092
2025-12-29T00:01:19.921110,Taborstraße U,15,346665
2025-12-29T00:01:19.921110,Taborstraße U,15,347486
2025-12-29T00:01:19.921110,Taborstraße U,15,347985
